year,country,scale
1980,Indonesia,5.9
1980,Chile,5.7
1980,Fiji,5.8
1980,Philippines,6.0
1980,Peru,5.6
1980,Indonesia,5.9
1980,Fiji,5.6
1980,PapuaNewGuinea,6.9
1980,Taiwan,5.7
1980,Tonga,6.3
1980,Philippines,6.9
1980,Philippines,5.6
1980,Philippines,6.0
1980,NewZealand,6.5
1980,Philippines,6.1
1980,Philippines,5.7
1980,Philippines,5.9
1980,Indonesia,5.6
1980,NewZealand,5.5
1980,NewZealand,6.2
1980,NewZealand,6.0
1980,Indonesia,6.0
1980,China,5.5
1980,Colombia,6.3
1980,PapuaNewGuinea,6.6
1980,Japan,6.4
1980,Philippines,6.5
1980,Vanuatu,7.5
1980,Greece,6.6
1980,Greece,6.1
1980,Vanuatu,5.8
1980,Vanuatu,5.8
1980,Vanuatu,6.6
1980,Vanuatu,5.6
1980,Tonga,5.6
1980,NewZealand,6.6
1980,NewZealand,5.5
1980,PapuaNewGuinea,7.3
1980,Vanuatu,7.8
1980,SolomonIslands,5.6
1980,SolomonIslands,5.5
1980,Argentina,5.8
1980,Mexico,5.5
1980,Fiji,6.3
1980,PapuaNewGuinea,5.8
1980,Vanuatu,5.6
1980,SolomonIslands,6.4
1980,Vanuatu,6.3
1980,France,5.9
1980,France,5.5
1980,Vanuatu,6.7
1980,Nepal,6.6
1980,Colombia,6.2
1980,SolomonIslands,6.2
1980,Guatemala,6.5
1980,Ecuador,5.8
1980,Indonesia,6.1
1980,Tonga,6.2
1980,Indonesia,5.5
1980,Guatemala,5.5
1980,Colombia,6.0
1980,UnitedStatesofAmerica,5.5
1980,Fiji,5.8
1980,Indonesia,5.5
1980,Tonga,5.5
1980,Philippines,5.6
1980,Japan,5.9
1980,PapuaNewGuinea,6.6
1980,Vanuatu,5.5
1980,PapuaNewGuinea,5.7
1980,Philippines,5.8
1980,Fiji,5.8
1980,Fiji,6.5
1980,China,5.6
1980,Indonesia,5.6
1980,Indonesia,6.4
1980,Ecuador,5.9
1980,Tonga,6.1
1980,Algeria,7.1
1980,Algeria,5.6
1980,Algeria,6.1
1980,PapuaNewGuinea,5.7
1980,PapuaNewGuinea,5.7
1980,Iran,5.6
1980,France,6.8
1980,Mexico,7.2
1980,France,7.1
1980,France,7.5
1980,France,6.6
1980,Philippines,6.3
1980,France,5.8
1980,France,5.7
1980,France,5.8
1980,Vanuatu,6.3
1980,NewZealand,5.9
1980,France,6.5
1980,France,6.0
1980,France,5.6
1980,RussianFederation,5.7
1980,Indonesia,6.0
1980,Japan,5.6
1980,UnitedStatesofAmerica,7.3
1980,NewZealand,5.5
1980,India,6.2
1980,PapuaNewGuinea,5.7
1980,UnitedStatesofAmerica,5.9
1980,Italy,6.9
1980,Japan,5.6
1980,Tonga,6.3
1980,Vanuatu,6.0
1980,Chile,6.3
1980,Japan,5.5
1980,Philippines,5.8
1980,PapuaNewGuinea,5.5
1980,Vanuatu,6.3
1980,Philippines,5.7
1980,Iraq,6.1
1980,Iran,6.1
1980,Tonga,6.1
1980,Japan,6.2
1980,SolomonIslands,5.9
1980,Iran,5.5
1980,Fiji,5.9
1980,PapuaNewGuinea,5.5
1980,RussianFederation,6.9
1981,Colombia,5.8
1981,Japan,6.9
1981,Philippines,5.8
1981,Indonesia,5.9
1981,Indonesia,5.5
1981,Japan,5.6
1981,Japan,5.7
1981,Japan,6.3
1981,Japan,7.0
1981,Japan,5.7
1981,Indonesia,5.9
1981,Indonesia,6.7
1981,PapuaNewGuinea,6.2
1981,Japan,6.4
1981,Japan,6.8
1981,Japan,5.8
1981,China,6.5
1981,Australia,5.7
1981,Taiwan,5.8
1981,UnitedStatesofAmerica,7.0
1981,Indonesia,5.6
1981,UnitedStatesofAmerica,5.6
1981,UnitedStatesofAmerica,5.5
1981,RussianFederation,5.5
1981,Fiji,6.0
1981,Philippines,5.8
1981,Peru,5.6
1981,France,6.8
1981,France,5.7
1981,Japan,5.5
1981,France,5.9
1981,RussianFederation,5.6
1981,Fiji,6.3
1981,Afghanistan,5.7
1981,Vanuatu,5.6
1981,France,5.9
1981,PapuaNewGuinea,6.6
1981,Japan,5.9
1981,Greece,6.6
1981,Greece,6.3
1981,Vanuatu,6.5
1981,Peru,5.9
1981,Taiwan,5.9
1981,Greece,6.2
1981,NewZealand,5.7
1981,NewZealand,5.6
1981,Mexico,5.8
1981,Indonesia,5.8
1981,Japan,5.5
1981,Japan,5.6
1981,Japan,5.5
1981,PapuaNewGuinea,6.1
1981,Chile,6.4
1981,Chile,6.5
1981,Indonesia,6.5
1981,Indonesia,5.7
1981,Argentina,6.5
1981,PapuaNewGuinea,5.6
1981,PapuaNewGuinea,5.8
1981,RussianFederation,5.5
1981,Philippines,5.7
1981,Japan,5.6
1981,Vanuatu,5.5
1981,SolomonIslands,5.7
1981,Vanuatu,6.9
1981,Vanuatu,5.8
1981,UnitedStatesofAmerica,5.7
1981,Vanuatu,5.9
1981,Japan,5.5
1981,Tonga,6.7
1981,Afghanistan,6.5
1981,Ecuador,6.3
1981,Ecuador,6.4
1981,PapuaNewGuinea,5.7
1981,Japan,6.4
1981,Argentina,5.6
1981,PapuaNewGuinea,5.7
1981,Indonesia,6.3
1981,NewZealand,5.5
1981,Indonesia,6.0
1981,Vanuatu,6.1
1981,PapuaNewGuinea,6.2
1981,India,5.6
1981,NorthernMarianaIslands,5.8
1981,China,5.9
1981,Iran,6.6
1981,Honduras,5.7
1981,NewZealand,5.5
1981,Vanuatu,5.6
1981,Vanuatu,5.5
1981,Chile,5.5
1981,Peru,5.6
1981,NewZealand,6.1
1981,Tonga,5.5
1981,France,7.6
1981,Tonga,5.5
1981,Vanuatu,7.1
1981,Vanuatu,5.6
1981,RussianFederation,5.5
1981,Vanuatu,5.6
1981,Vanuatu,5.7
1981,Iran,5.6
1981,France,5.5
1981,Iran,7.3
1981,France,6.2
1981,PapuaNewGuinea,6.1
1981,Indonesia,5.5
1981,Mexico,5.9
1981,Tonga,5.6
1981,PapuaNewGuinea,5.8
1981,Tonga,5.6
1981,Tonga,7.5
1981,Tonga,5.7
1981,Philippines,5.9
1981,RussianFederation,6.5
1981,Philippines,6.6
1981,UnitedStatesofAmerica,5.7
1981,Vanuatu,5.8
1981,Japan,5.5
1981,RussianFederation,5.5
1981,Pakistan,6.1
1981,DominicanRepublic,6.0
1981,Indonesia,6.0
1981,France,6.8
1981,Mexico,5.5
1981,France,5.6
1981,France,5.7
1981,France,5.6
1981,France,6.1
1981,NewZealand,5.9
1981,Japan,5.5
1981,Indonesia,5.7
1981,NewZealand,6.5
1981,PapuaNewGuinea,6.2
1981,Fiji,6.5
1981,SolomonIslands,6.3
1981,Indonesia,5.6
1981,SouthGeorgiaandtheSouthSandwichIslands,5.6
1981,Indonesia,6.4
1981,PapuaNewGuinea,5.8
1981,Philippines,5.9
1981,Colombia,5.8
1981,Mexico,7.2
1981,Mexico,5.5
1981,India,5.5
1981,Ecuador,5.7
1981,PapuaNewGuinea,5.5
1981,Tonga,6.5
1981,Vanuatu,5.5
1981,PapuaNewGuinea,6.6
1981,Chile,7.0
1981,Guatemala,5.7
1981,Indonesia,6.0
1981,Egypt,5.6
1981,France,6.3
1981,NewZealand,5.8
1981,Japan,5.6
1981,Philippines,6.4
1981,RussianFederation,5.8
1981,France,6.7
1981,France,6.2
1981,Tonga,5.7
1981,Fiji,5.8
1981,RussianFederation,6.1
1981,Japan,6.2
1981,PapuaNewGuinea,6.2
1981,PapuaNewGuinea,6.1
1981,Japan,6.4
1981,PapuaNewGuinea,5.6
1981,SouthGeorgiaandtheSouthSandwichIslands,5.9
1981,Greece,6.9
1981,Mexico,5.8
1981,PapuaNewGuinea,5.5
1981,PapuaNewGuinea,5.8
1981,Tonga,5.7
1981,NewZealand,6.8
1981,NewZealand,5.5
1981,NewZealand,7.1
1981,Indonesia,5.7
1981,Greece,6.2
1982,Japan,6.6
1982,NorthernMarianaIslands,6.5
1982,NorthernMarianaIslands,5.7
1982,Tonga,6.3
1982,Kiribati,5.7
1982,Philippines,7.1
1982,Philippines,5.9
1982,Nicaragua,6.0
1982,PapuaNewGuinea,6.0
1982,PapuaNewGuinea,6.0
1982,Philippines,5.5
1982,PapuaNewGuinea,5.9
1982,Vanuatu,5.6
1982,Greece,6.6
1982,PapuaNewGuinea,5.5
1982,India,6.2
1982,India,6.0
1982,Taiwan,5.9
1982,China,6.3
1982,China,6.0
1982,Philippines,6.6
1982,UnitedStatesofAmerica,5.8
1982,Fiji,5.5
1982,France,5.9
1982,Indonesia,5.6
1982,SouthGeorgiaandtheSouthSandwichIslands,5.5
1982,Argentina,6.8
1982,Indonesia,5.5
1982,Kiribati,5.8
1982,SolomonIslands,6.8
1982,Japan,6.5
1982,Indonesia,5.7
1982,Fiji,6.0
1982,Vanuatu,5.5
1982,Indonesia,5.6
1982,SouthGeorgiaandtheSouthSandwichIslands,6.5
1982,Indonesia,6.5
1982,Philippines,5.8
1982,Kiribati,5.7
1982,Japan,6.9
1982,Tonga,5.6
1982,Japan,6.0
1982,SolomonIslands,5.5
1982,SolomonIslands,6.1
1982,SolomonIslands,5.9
1982,NewZealand,6.3
1982,Tonga,5.5
1982,Peru,6.3
1982,PapuaNewGuinea,5.8
1982,Fiji,6.4
1982,Indonesia,5.9
1982,Guatemala,5.6
1982,Guatemala,6.7
1982,CostaRica,5.7
1982,Honduras,6.3
1982,NewZealand,6.1
1982,RussianFederation,5.5
1982,Tonga,6.1
1982,Philippines,6.3
1982,Japan,5.5
1982,Guatemala,5.6
1982,Philippines,6.1
1982,NewZealand,6.4
1982,KyrgyzRepublic,5.5
1982,Indonesia,5.5
1982,Indonesia,5.5
1982,Canada,5.6
1982,France,5.9
1982,Kiribati,5.5
1982,RussianFederation,5.5
1982,PapuaNewGuinea,5.6
1982,RussianFederation,6.5
1982,Palau,6.4
1982,Japan,6.0
1982,Chile,6.4
1982,Tonga,6.3
1982,UnitedStatesofAmerica,5.9
1982,Indonesia,5.8
1982,Mexico,6.9
1982,Mexico,6.9
1982,PapuaNewGuinea,6.3
1982,Tonga,6.8
1982,France,5.5
1982,ElSalvador,7.3
1982,Indonesia,7.5
1982,Australia,6.1
1982,RussianFederation,7.1
1982,UnitedStatesofAmerica,5.6
1982,ElSalvador,5.7
1982,Fiji,5.5
1982,Nicaragua,5.7
1982,France,6.1
1982,Indonesia,5.5
1982,Japan,7.0
1982,Japan,5.9
1982,Indonesia,5.6
1982,UnitedStatesofAmerica,6.1
1982,NorthernMarianaIslands,5.6
1982,Vanuatu,7.0
1982,Indonesia,5.6
1982,Indonesia,5.5
1982,Tonga,5.7
1982,Japan,5.6
1982,PapuaNewGuinea,6.5
1982,PapuaNewGuinea,5.9
1982,CostaRica,5.6
1982,LibyanArabJamahiriya,6.3
1982,SolomonIslands,5.7
1982,Panama,6.8
1982,Ecuador,5.9
1982,Indonesia,5.7
1982,RussianFederation,6.0
1982,RussianFederation,5.7
1982,Tonga,6.4
1982,Tonga,6.2
1982,Guatemala,5.5
1982,Vanuatu,5.7
1982,Japan,6.8
1982,UnitedStatesofAmerica,5.5
1982,UnitedStatesofAmerica,6.2
1982,PapuaNewGuinea,6.4
1982,Peru,6.2
1982,Tonga,6.0
1982,Indonesia,5.7
1982,PapuaNewGuinea,5.6
1982,PapuaNewGuinea,6.1
1982,Indonesia,5.5
1982,Philippines,5.7
1982,Indonesia,5.6
1982,Tonga,5.5
1982,Vanuatu,5.9
1982,NewZealand,5.5
1982,Vanuatu,5.7
1982,France,5.5
1982,France,5.5
1982,Indonesia,6.7
1982,Tonga,5.5
1982,SolomonIslands,6.0
1982,Taiwan,5.7
1982,Chile,5.5
1982,ElSalvador,5.5
1982,Guatemala,6.1
1982,Tonga,5.9
1982,Indonesia,6.2
1982,Guatemala,5.5
1982,Brazil,5.7
1982,Vanuatu,5.9
1982,Ecuador,6.6
1982,Argentina,5.9
1982,Peru,6.6
1982,Afghanistan,5.5
1982,RussianFederation,6.1
1982,Vanuatu,6.5
1982,Tonga,5.7
1982,Yemen,6.1
1982,Afghanistan,6.4
1982,Japan,6.5
1982,Iran,5.9
1982,Tonga,5.5
1982,SouthGeorgiaandtheSouthSandwichIslands,5.7
1982,Tonga,6.2
1982,Tonga,6.0
1982,Tonga,6.3
1982,Tonga,5.8
1982,Indonesia,5.8
1982,Japan,6.1
1982,Philippines,6.0
1982,Japan,5.5
1982,Chile,5.8
1983,Bolivia,6.2
1983,Indonesia,5.5
1983,RussianFederation,5.5
1983,Philippines,5.8
1983,France,5.8
1983,Tonga,6.2
1983,PapuaNewGuinea,6.0
1983,RussianFederation,5.5
1983,RussianFederation,5.8
1983,Indonesia,5.5
1983,Chile,5.7
1983,Argentina,5.5
1983,UnitedStatesofAmerica,5.9
1983,PapuaNewGuinea,6.6
1983,Greece,6.9
1983,Greece,5.6
1983,Indonesia,5.9
1983,Indonesia,6.1
1983,Mexico,6.8
1983,UnitedStatesofAmerica,5.6
1983,India,6.8
1983,Indonesia,5.8
1983,NewZealand,7.0
1983,PapuaNewGuinea,6.1
1983,Argentina,5.5
1983,Indonesia,5.8
1983,SolomonIslands,5.5
1983,Iran,5.8
1983,NewZealand,6.0
1983,SolomonIslands,5.7
1983,Indonesia,6.2
1983,China,6.2
1983,Guam,6.0
1983,Micronesia,5.9
1983,UnitedStatesofAmerica,6.5
1983,UnitedStatesofAmerica,5.8
1983,Philippines,5.8
1983,Indonesia,6.3
1983,PapuaNewGuinea,5.8
1983,Chile,6.7
1983,RussianFederation,6.3
1983,Japan,5.7
1983,RussianFederation,6.0
1983,Chile,5.8
1983,Venezuela,5.7
1983,RussianFederation,5.9
1983,Indonesia,5.6
1983,PapuaNewGuinea,5.5
1983,Indonesia,6.0
1983,Indonesia,6.6
1983,Vanuatu,6.0
1983,Turkmenistan,5.6
1983,Indonesia,6.5
1983,Guam,5.6
1983,Philippines,5.7
1983,PapuaNewGuinea,7.7
1983,PapuaNewGuinea,6.3
1983,Tonga,6.7
1983,Indonesia,5.6
1983,PapuaNewGuinea,6.4
1983,PapuaNewGuinea,5.5
1983,Greece,6.1
1983,CostaRica,7.5
1983,CostaRica,5.5
1983,Indonesia,7.0
1983,Indonesia,5.6
1983,RussianFederation,5.7
1983,RussianFederation,6.5
1983,Vanuatu,6.0
1983,China,5.6
1983,Panama,5.8
1983,Venezuela,6.0
1983,Peru,7.0
1983,PapuaNewGuinea,5.7
1983,Guatemala,5.5
1983,Tonga,5.7
1983,PapuaNewGuinea,5.6
1983,Vanuatu,6.3
1983,Iran,6.7
1983,Thailand,5.6
1983,Fiji,5.9
1983,SolomonIslands,6.2
1983,Japan,5.6
1983,Tonga,5.5
1983,Japan,6.3
1983,RussianFederation,6.1
1983,Indonesia,5.5
1983,Fiji,5.7
1983,UnitedStatesofAmerica,6.3
1983,Fiji,5.7
1983,Philippines,5.6
1983,Mexico,5.5
1983,Chile,6.0
1983,Panama,6.2
1983,Mexico,6.3
1983,PapuaNewGuinea,6.4
1983,PapuaNewGuinea,6.7
1983,Indonesia,6.0
1983,Indonesia,5.5
1983,Tonga,6.7
1983,PapuaNewGuinea,5.5
1983,Japan,7.7
1983,Japan,5.6
1983,Japan,5.8
1983,Japan,5.5
1983,Japan,5.6
1983,Philippines,5.8
1983,Tonga,6.5
1983,Tonga,6.1
1983,Brazil,6.1
1983,Tonga,5.5
1983,Japan,5.8
1983,Japan,5.7
1983,UnitedStatesofAmerica,5.9
1983,Japan,6.8
1983,Japan,6.2
1983,Japan,5.8
1983,Vietnam,6.2
1983,Japan,6.6
1983,Tonga,5.6
1983,UnitedStatesofAmerica,5.7
1983,RussianFederation,5.5
1983,Indonesia,5.5
1983,Philippines,5.6
1983,CostaRica,6.3
1983,CostaRica,6.1
1983,France,6.5
1983,Turkey,6.0
1983,France,5.6
1983,SouthGeorgiaandtheSouthSandwichIslands,5.5
1983,France,5.8
1983,France,6.4
1983,Congo,5.6
1983,Mexico,5.6
1983,Iran,5.8
1983,UnitedStatesofAmerica,6.4
1983,Indonesia,6.2
1983,Indonesia,5.8
1983,Indonesia,5.6
1983,Nicaragua,6.4
1983,Chile,5.5
1983,RussianFederation,6.1
1983,Indonesia,5.9
1983,Indonesia,5.5
1983,Chile,5.5
1983,Philippines,6.2
1983,Vanuatu,5.6
1983,Vanuatu,5.8
1983,Greece,6.7
1983,Indonesia,5.8
1983,Philippines,5.6
1983,Indonesia,5.6
1983,Indonesia,5.6
1983,RussianFederation,7.0
1983,Philippines,6.6
1983,Japan,5.7
1983,Indonesia,5.6
1983,PapuaNewGuinea,5.6
1983,PapuaNewGuinea,5.8
1983,UnitedStatesofAmerica,6.1
1983,Japan,6.5
1983,Philippines,5.9
1983,PapuaNewGuinea,5.9
1983,Peru,5.8
1983,Vanuatu,5.5
1983,UnitedStatesofAmerica,6.3
1983,Indonesia,5.5
1983,Afghanistan,6.0
1983,Philippines,5.7
1983,RussianFederation,5.6
1983,NorthernMarianaIslands,6.2
1983,Mexico,6.3
1983,Indonesia,5.6
1983,Tonga,5.9
1983,Indonesia,5.9
1983,Taiwan,6.4
1983,Taiwan,5.8
1983,PapuaNewGuinea,6.2
1983,PapuaNewGuinea,5.5
1983,Japan,5.9
1983,Chile,7.7
1983,Chile,5.6
1983,China,6.0
1983,PapuaNewGuinea,5.6
1983,Chile,6.5
1983,Indonesia,5.5
1983,Panama,5.8
1983,Guatemala,5.7
1983,SolomonIslands,6.6
1983,SolomonIslands,5.5
1983,Indonesia,6.4
1983,Chile,5.8
1983,SouthGeorgiaandtheSouthSandwichIslands,5.7
1983,Tonga,6.0
1983,Indonesia,6.4
1983,Indonesia,5.5
1983,Indonesia,6.4
1983,NewZealand,5.9
1983,UnitedStatesofAmerica,7.0
1983,Turkey,6.6
1983,Indonesia,6.4
1983,Ecuador,5.7
1983,Fiji,5.6
1983,Indonesia,5.9
1983,Indonesia,6.2
1983,Indonesia,6.4
1983,UnitedStatesofAmerica,6.6
1983,RussianFederation,5.9
1983,Indonesia,6.0
1983,Ecuador,6.8
1983,Fiji,5.5
1983,Indonesia,7.4
1983,PapuaNewGuinea,5.9
1983,Peru,5.5
1983,Panama,6.2
1983,PapuaNewGuinea,5.5
1983,Fiji,5.9
1983,Japan,5.8
1983,BritishIndianOceanTerritory(ChagosArchipelago),7.7
1983,BritishIndianOceanTerritory(ChagosArchipelago),5.5
1983,BritishIndianOceanTerritory(ChagosArchipelago),5.5
1983,Guatemala,7.0
1983,Tonga,6.0
1983,BritishIndianOceanTerritory(ChagosArchipelago),6.2
1983,Fiji,5.9
1983,Mexico,5.5
1983,RussianFederation,5.5
1983,Guatemala,5.9
1983,Micronesia,6.3
1983,Indonesia,6.3
1983,SouthGeorgiaandtheSouthSandwichIslands,5.7
1983,NewZealand,5.9
1983,Chile,5.9
1983,PapuaNewGuinea,6.2
1983,KyrgyzRepublic,5.7
1983,BritishIndianOceanTerritory(ChagosArchipelago),5.5
1983,Indonesia,5.6
1983,UnitedStatesofAmerica,5.7
1983,PapuaNewGuinea,6.1
1983,PapuaNewGuinea,6.0
1983,Argentina,6.9
1983,Argentina,5.9
1983,PapuaNewGuinea,6.2
1983,PapuaNewGuinea,6.5
1983,Guinea,6.3
1983,RussianFederation,5.7
1983,UnitedStatesofAmerica,5.7
1983,Afghanistan,7.4
1984,Japan,7.2
1984,Argentina,5.9
1984,RussianFederation,5.6
1984,Indonesia,6.7
1984,Philippines,5.6
1984,Japan,5.5
1984,Tonga,6.1
1984,Micronesia,5.9
1984,Japan,5.7
1984,Philippines,5.7
1984,Afghanistan,6.0
1984,NewZealand,5.6
1984,Afghanistan,6.0
1984,SolomonIslands,5.7
1984,RussianFederation,5.5
1984,SolomonIslands,7.6
1984,SolomonIslands,6.4
1984,Mexico,5.9
1984,Afghanistan,6.4
1984,Indonesia,5.8
1984,PapuaNewGuinea,5.5
1984,Turkmenistan,5.5
1984,Tonga,5.5
1984,Peru,6.0
1984,Vanuatu,5.5
1984,Philippines,5.5
1984,SolomonIslands,5.5
1984,Fiji,5.7
1984,PapuaNewGuinea,5.8
1984,Philippines,7.3
1984,Japan,7.4
1984,NewZealand,5.9
1984,Indonesia,5.8
1984,Tonga,6.1
1984,Fiji,5.9
1984,Uzbekistan,7.0
1984,RussianFederation,5.7
1984,Afghanistan,5.5
1984,Tonga,5.8
1984,RussianFederation,7.2
1984,PapuaNewGuinea,6.4
1984,Japan,5.7
1984,Indonesia,5.6
1984,Indonesia,5.7
1984,Vanuatu,6.8
1984,PapuaNewGuinea,6.0
1984,Panama,5.5
1984,Indonesia,5.5
1984,Tonga,6.4
1984,Chile,5.5
1984,Tonga,5.9
1984,Fiji,6.3
1984,Myanmar,5.8
1984,UnitedStatesofAmerica,6.1
1984,Fiji,6.2
1984,India,5.9
1984,Italy,5.7
1984,NewZealand,6.1
1984,Vanuatu,5.7
1984,China,6.4
1984,China,5.9
1984,SolomonIslands,6.4
1984,SolomonIslands,5.7
1984,PapuaNewGuinea,5.6
1984,PapuaNewGuinea,7.1
1984,France,5.6
1984,Indonesia,6.1
1984,Indonesia,6.0
1984,Chile,6.1
1984,Tonga,6.6
1984,UnitedStatesofAmerica,5.5
1984,Peru,6.4
1984,Greece,6.1
1984,DominicanRepublic,6.7
1984,NewZealand,6.0
1984,Canada,5.6
1984,Indonesia,5.5
1984,PapuaNewGuinea,5.6
1984,Indonesia,6.1
1984,Mexico,6.1
1984,Fiji,5.5
1984,PapuaNewGuinea,6.6
1984,Iran,5.8
1984,Indonesia,6.7
1984,Indonesia,5.6
1984,SouthGeorgiaandtheSouthSandwichIslands,5.9
1984,Japan,5.7
1984,PapuaNewGuinea,5.5
1984,Indonesia,6.3
1984,Chile,5.6
1984,Indonesia,5.7
1984,Guatemala,5.7
1984,Japan,5.5
1984,Indonesia,7.4
1984,Japan,6.9
1984,PapuaNewGuinea,6.0
1984,UnitedStatesofAmerica,5.6
1984,NewZealand,5.6
1984,Afghanistan,5.6
1984,Nicaragua,5.6
1984,Nicaragua,6.1
1984,Indonesia,5.5
1984,Japan,5.5
1984,Canada,5.7
1984,Mexico,6.2
1984,Indonesia,5.8
1984,Vanuatu,6.0
1984,Japan,6.2
1984,NewZealand,6.2
1984,Japan,6.8
1984,BritishIndianOceanTerritory(ChagosArchipelago),6.0
1984,Japan,5.5
1984,NewZealand,5.5
1984,NorthernMarianaIslands,6.0
1984,Philippines,5.6
1984,NewZealand,6.0
1984,UnitedStatesofAmerica,5.7
1984,Japan,5.7
1984,Fiji,5.9
1984,PapuaNewGuinea,5.8
1984,Vanuatu,5.8
1984,Indonesia,6.3
1984,Tonga,5.6
1984,Fiji,6.2
1984,Fiji,5.6
1984,Tonga,5.9
1984,Fiji,6.1
1984,Mexico,5.8
1984,SolomonIslands,5.6
1984,Tonga,7.1
1984,Tonga,5.9
1984,Indonesia,5.5
1984,Argentina,6.1
1984,Greece,5.8
1984,Indonesia,6.2
1984,Tajikistan,6.0
1984,Philippines,6.5
1984,Tonga,6.6
1984,NewZealand,5.6
1984,Tonga,5.6
1984,RussianFederation,6.2
1984,UnitedStatesofAmerica,5.7
1984,France,7.1
1984,Fiji,6.2
1984,Indonesia,7.1
1984,RussianFederation,5.5
1984,Fiji,6.7
1984,Tonga,6.2
1984,Tonga,5.5
1984,UnitedStatesofAmerica,5.7
1984,Philippines,7.5
1984,PapuaNewGuinea,5.6
1984,Fiji,6.4
1984,UnitedStatesofAmerica,5.6
1984,Indonesia,5.7
1984,Philippines,5.6
1984,NorthernMarianaIslands,5.5
1984,RussianFederation,5.5
1984,PapuaNewGuinea,6.0
1984,RussianFederation,6.4
1984,Vanuatu,5.7
1984,Indonesia,5.5
1984,Chile,6.4
1984,PapuaNewGuinea,5.7
1984,RussianFederation,6.0
1984,RussianFederation,5.8
1984,Nicaragua,5.8
1984,PapuaNewGuinea,6.1
1984,PapuaNewGuinea,6.1
1984,Brazil,5.7
1984,RussianFederation,6.7
1984,NewZealand,5.5
1984,NewZealand,6.8
1984,NewZealand,6.8
1984,India,5.9
1984,Tonga,5.5
1985,UnitedStatesofAmerica,5.8
1985,Panama,6.0
1985,Japan,5.5
1985,NewZealand,5.5
1985,Indonesia,6.1
1985,SolomonIslands,5.8
1985,PapuaNewGuinea,6.0
1985,PapuaNewGuinea,6.0
1985,Chile,6.3
1985,Indonesia,6.7
1985,PapuaNewGuinea,5.6
1985,Tonga,5.6
1985,Argentina,5.8
1985,NewZealand,6.2
1985,Tonga,5.6
1985,Tonga,5.8
1985,SolomonIslands,6.1
1985,Indonesia,5.8
1985,Vanuatu,5.6
1985,Japan,5.8
1985,Indonesia,6.4
1985,Indonesia,5.7
1985,Indonesia,5.5
1985,Indonesia,6.7
1985,Chile,5.9
1985,Chile,8.0
1985,Chile,6.4
1985,Chile,5.6
1985,Chile,5.8
1985,Chile,7.4
1985,Chile,6.2
1985,Chile,5.5
1985,Chile,6.3
1985,Chile,5.5
1985,Chile,6.3
1985,Chile,5.5
1985,Chile,6.3
1985,Chile,5.7
1985,Chile,6.0
1985,Indonesia,6.0
1985,Vanuatu,5.5
1985,RussianFederation,5.6
1985,Indonesia,5.6
1985,UnitedStatesofAmerica,6.0
1985,Fiji,5.5
1985,ElSalvador,5.5
1985,Chile,5.6
1985,Fiji,5.7
1985,AntiguaandBarbuda,6.3
1985,AntiguaandBarbuda,5.6
1985,Chile,6.5
1985,Philippines,6.5
1985,Chile,6.7
1985,Bolivia,5.6
1985,Indonesia,6.3
1985,Chile,6.3
1985,Indonesia,6.1
1985,RussianFederation,5.9
1985,Japan,6.3
1985,Chile,6.0
1985,Japan,6.4
1985,PapuaNewGuinea,5.7
1985,Indonesia,5.8
1985,Chile,7.1
1985,Japan,6.1
1985,Japan,6.2
1985,SolomonIslands,5.9
1985,Indonesia,5.7
1985,Indonesia,6.9
1985,NorthernMarianaIslands,5.6
1985,RussianFederation,5.5
1985,China,5.5
1985,Nicaragua,6.0
1985,Panama,6.3
1985,Indonesia,5.8
1985,Philippines,6.8
1985,Philippines,6.0
1985,Tonga,5.7
1985,SouthGeorgiaandtheSouthSandwichIslands,5.7
1985,Japan,5.6
1985,Japan,5.5
1985,Brazil,6.6
1985,RussianFederation,6.3
1985,Nicaragua,5.6
1985,Pakistan,5.7
1985,NewZealand,6.1
1985,UnitedStatesofAmerica,6.2
1985,UnitedStatesofAmerica,6.0
1985,PapuaNewGuinea,7.2
1985,PapuaNewGuinea,5.8
1985,Mozambique,5.8
1985,Mozambique,6.2
1985,SouthGeorgiaandtheSouthSandwichIslands,6.4
1985,Chile,5.8
1985,RussianFederation,5.6
1985,Chile,6.2
1985,China,5.6
1985,UnitedStatesofAmerica,6.0
1985,RussianFederation,5.5
1985,NewZealand,5.6
1985,SouthGeorgiaandtheSouthSandwichIslands,5.5
1985,Guam,5.8
1985,SolomonIslands,5.5
1985,PapuaNewGuinea,5.5
1985,Chile,5.7
1985,ElSalvador,6.2
1985,Tonga,6.6
1985,Indonesia,6.1
1985,PapuaNewGuinea,6.3
1985,Brazil,6.4
1985,Argentina,6.3
1985,Taiwan,5.7
1985,SolomonIslands,6.5
1985,SolomonIslands,5.6
1985,SolomonIslands,6.0
1985,SolomonIslands,5.5
1985,SolomonIslands,6.3
1985,BritishVirginIslands,5.7
1985,PapuaNewGuinea,7.2
1985,PapuaNewGuinea,5.5
1985,Vanuatu,6.4
1985,NewZealand,6.1
1985,Chile,5.9
1985,PapuaNewGuinea,5.8
1985,UnitedStatesofAmerica,5.9
1985,NewZealand,5.9
1985,PapuaNewGuinea,5.6
1985,PapuaNewGuinea,6.8
1985,PapuaNewGuinea,5.6
1985,SolomonIslands,5.5
1985,SouthGeorgiaandtheSouthSandwichIslands,6.3
1985,Afghanistan,7.4
1985,Afghanistan,6.3
1985,Philippines,6.4
